ZachsReport,,,,,
,,,,,
Date/Time Generated,11/15/2017 13:32,,,,
Report Time Zone,America/New_York,,,,
Account ID,9497,,,,
Date Range,9/3/17 - 10/31/17,,,,
Campaign,Equals:TJN_STP_029_STP 2H DIG_FY18 (20280430),,,,
MRC Accredited Metrics,"Impressions(Desktop Display and Rich Media, Desktop Video, Mobile Video)",,,,
,,,,,
Report Fields,,,,,
Site (DCM),Package/Roadblock,Placement,Date,Impressions,Clicks
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,9/27/2017,12222,2
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,9/28/2017,12362,2
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,9/29/2017,12391,1
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,9/30/2017,12346,7
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/5/2017,8907,27
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/6/2017,0,1
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/7/2017,1017,2
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/8/2017,2342,0
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/9/2017,2472,0
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/10/2017,2154,0
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/11/2017,2895,2
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/12/2017,2141,1
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/13/2017,3278,17
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/14/2017,2156,3
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/15/2017,2579,11
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/16/2017,2462,9
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/17/2017,2534,4
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/18/2017,2296,6
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/19/2017,2403,8
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/20/2017,2755,7
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/21/2017,2296,5
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/22/2017,2591,7
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/23/2017,2409,6
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/24/2017,2674,7
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/25/2017,2391,6
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/26/2017,2386,2
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/27/2017,2397,3
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/28/2017,2655,3
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/29/2017,2444,10
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/30/2017,2428,3
xAd,PJX733_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_PKG_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PACKAGE STANDARD BANNERS_Run of Network_Behavioral_F25-54_Click and View_NV_NA,PK0TSF_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Jackets_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/31/2017,2605,9
xAd,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,9/26/2017,12420,12
xAd,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,9/27/2017,12305,4
xAd,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,9/28/2017,12240,2
xAd,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,9/29/2017,12333,1
xAd,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,9/30/2017,12553,6
xAd,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/5/2017,31529,62
xAd,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/6/2017,9754,4
xAd,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/7/2017,13714,4
xAd,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,PJX735_TJN_STP_029_Audience_GROUND TRUTH FKA XAD_DST_SV1_MAP_DIR_DSP_TRG_RON_RTG_RTG_DVY_LOCATION AUDIENCE SPORTING GOOD/COMPETITOR SHOPPERS PLACEMENT 300X250 STANDARD BANNER - Boots_Run of Network_Behavioral_F25-54_300 x 250_Click and View_NV_NA,10/8/2017,14091,10
